Cuenca o Litoral,Grupo de especie,Formato,Especie,Nombre más común de la especie,Categoría comercial
Amazonía,Peces,PezOseo,Rhaphiodon vulpinus,Perro payarin,Grande
Amazonía,Peces,PezOseo,Rhaphiodon vulpinus,Perro payarin,Mediano
Amazonía,Peces,PezOseo,Rhaphiodon vulpinus,Perro payarin,Pequeño
Amazonía,Peces,PezOseo,Rhaphiodon vulpinus,Perro payarin,Revuelto
Amazonía,Peces,PezOseo,Rhaphiodon vulpinus,Perro payarin,Varios tamaños
Amazonía,Peces,PezOseo,Rhytiodus sp. 1,Lisa negra,Revuelto
Amazonía,Peces,PezOseo,Rhytiodus sp. 1,Lisa negra,Varios tamaños
Amazonía,Peces,PezOseo,Salminus hilarii,Dorada,Extragrande
Amazonía,Peces,PezOseo,Salminus hilarii,Dorada,Grande
Amazonía,Peces,PezOseo,Salminus hilarii,Dorada,Mediano
Amazonía,Peces,PezOseo,Salminus hilarii,Dorada,Pequeño
Amazonía,Peces,PezOseo,Salminus hilarii,Dorada,Revuelto
Amazonía,Peces,PezOseo,Schizodon fasciatus,Lisa,Grande
Amazonía,Peces,PezOseo,Schizodon fasciatus,Lisa,Mediano
Amazonía,Peces,PezOseo,Schizodon fasciatus,Lisa,Pequeño
Amazonía,Peces,PezOseo,Schizodon fasciatus,Lisa,Revuelto
Amazonía,Peces,PezOseo,Schizodon fasciatus,Lisa,Varios tamaños
Amazonía,Peces,PezOseo,Semaprochilodus insignis,Yaraqui,Grande
Amazonía,Peces,PezOseo,Semaprochilodus insignis,Yaraqui,Revuelto
Amazonía,Peces,PezOseo,Semaprochilodus insignis,Yaraqui,Varios tamaños
Amazonía,Peces,PezOseo,Serrasalmus compressus,Puño,Pequeño
Amazonía,Peces,PezOseo,Serrasalmus manueli,Caribe,Mediano
Amazonía,Peces,PezOseo,Serrasalmus rhombeus,Caribe negro,Mediano
Amazonía,Peces,PezOseo,Serrasalmus rhombeus,Caribe negro,Revuelto
Amazonía,Peces,PezOseo,Serrasalmus spp.,Caribe blanco,Revuelto
Amazonía,Peces,PezOseo,Serrasalmus spp.,Caribe blanco,Varios tamaños
Amazonía,Peces,PezOseo,Sorubim lima,Blanquillo,Grande
Amazonía,Peces,PezOseo,Sorubim lima,Blanquillo,Mediano
Amazonía,Peces,PezOseo,Sorubim lima,Blanquillo,Pequeño
Amazonía,Peces,PezOseo,Sorubim lima,Blanquillo,Revuelto
Amazonía,Peces,PezOseo,Sorubim lima,Blanquillo,Varios tamaños
Amazonía,Peces,PezOseo,Sorubim maniradii,Cucharo,Mediano
Amazonía,Peces,PezOseo,Sorubim maniradii,Cucharo,Pequeño
Amazonía,Peces,PezOseo,Sorubim maniradii,Cucharo,Revuelto
Amazonía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Grande
Amazonía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Mediano
Amazonía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Pequeño
Amazonía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Revuelto
Amazonía,Peces,PezOseo,Sorubimichthys planiceps,Pejeleño,Varios tamaños
Amazonía,Peces,PezOseo,Sternopygus macrurus,Caloche,Mediano
Amazonía,Peces,PezOseo,Sternopygus macrurus,Caloche,Revuelto
Amazonía,Peces,PezOseo,Tetragonopterus argenteus,Pechas,Pequeño
Amazonía,Peces,PezOseo,Trachelyopterus galeatus,Novia Misingo,Grande
Amazonía,Peces,PezOseo,Trachelyopterus galeatus,Novia Misingo,Mediano
Amazonía,Peces,PezOseo,Trachelyopterus galeatus,Novia Misingo,Revuelto
Amazonía,Peces,PezOseo,Triportheus angulatus,Arenca,Grande
Amazonía,Peces,PezOseo,Triportheus angulatus,Arenca,Mediano
Amazonía,Peces,PezOseo,Triportheus angulatus,Arenca,Pequeño
Amazonía,Peces,PezOseo,Triportheus angulatus,Arenca,Revuelto
Amazonía,Peces,PezOseo,Triportheus angulatus,Arenca,Varios tamaños
Amazonía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Grande
Amazonía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Mediano
Amazonía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Pequeño
Amazonía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Pescado especial
Amazonía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Revuelto
Amazonía,Peces,PezOseo,Zungaro zungaro,Pejesapo amarillo,Varios tamaños
Orinoquía,Peces,PezOseo,Acestrorhynchus microlepis,Agujeta,Mediano
Orinoquía,Peces,PezOseo,Acestrorhynchus microlepis,Agujeta,Pequeño
Orinoquía,Peces,PezOseo,Acestrorhynchus microlepis,Agujeta,Revuelto
Orinoquía,Peces,PezOseo,Acestrorhynchus microlepis,Agujeta,Varios tamaños
Orinoquía,Peces,PezOseo,Aequidens metae,Viejita,Pequeño
Orinoquía,Peces,PezOseo,Aequidens tetramerus,Viejita,Pequeño
Orinoquía,Peces,PezOseo,Aequidens tetramerus,Viejita,Revuelto
Orinoquía,Peces,PezOseo,Ageneiosus dentatus,Gato macho,Revuelto
Orinoquía,Peces,PezOseo,Ageneiosus spp.,Doncella,Revuelto
Orinoquía,Peces,PezOseo,Ageneiosus inermis,Pavón chancleto,Grande
Orinoquía,Peces,PezOseo,Ageneiosus inermis,Pavón chancleto,Mediano
Orinoquía,Peces,PezOseo,Ageneiosus inermis,Pavón chancleto,Pequeño
Orinoquía,Peces,PezOseo,Ageneiosus inermis,Pavón chancleto,Revuelto
Orinoquía,Peces,PezOseo,Ageneiosus inermis,Pavón chancleto,Varios tamaños
Orinoquía,Peces,PezOseo,Anodus orinocensis,Saltón,Pequeño
Orinoquía,Peces,PezOseo,Anodus orinocensis,Saltón,Revuelto
Orinoquía,Peces,PezOseo,Anodus orinocensis,Saltón,Varios tamaños
Orinoquía,Peces,PezOseo,Aphanotorulus ammophilus,Afanotorulo,Revuelto
Orinoquía,Peces,PezOseo,Aphanotorulus ammophilus,Afanotorulo,Varios tamaños
Orinoquía,Peces,PezOseo,Aphanotorulus emarginatus,Cucha amarilla,Grande
Orinoquía,Peces,PezOseo,Aphanotorulus emarginatus,Cucha amarilla,Mediano
Orinoquía,Peces,PezOseo,Aphanotorulus emarginatus,Cucha amarilla,Pequeño
Orinoquía,Peces,PezOseo,Aphanotorulus emarginatus,Cucha amarilla,Revuelto
Orinoquía,Peces,PezOseo,Arapaima gigas,Pirarucú,Revuelto
Orinoquía,Peces,PezOseo,Astronotus mikoljii,Oscar,Grande
Orinoquía,Peces,PezOseo,Astronotus mikoljii,Oscar,Mediano
Orinoquía,Peces,PezOseo,Astronotus mikoljii,Oscar,Pequeño
Orinoquía,Peces,PezOseo,Astronotus mikoljii,Oscar,Revuelto
Orinoquía,Peces,PezOseo,Astronotus mikoljii,Oscar,Varios tamaños
Orinoquía,Peces,PezOseo,Boulengerella cuvieri,Agujeto,Revuelto
Orinoquía,Peces,PezOseo,Brachyplatystoma filamentosum,Valentón,Extragrande
Orinoquía,Peces,PezOseo,Brachyplatystoma filamentosum,Valentón,Grande
Orinoquía,Peces,PezOseo,Brachyplatystoma filamentosum,Valentón,Mediano
Orinoquía,Peces,PezOseo,Brachyplatystoma filamentosum,Valentón,Pequeño
Orinoquía,Peces,PezOseo,Brachyplatystoma filamentosum,Valentón,Revuelto
Orinoquía,Peces,PezOseo,Brachyplatystoma filamentosum,Valentón,Varios tamaños
Orinoquía,Peces,PezOseo,Brachyplatystoma juruense,Jugador listrado,Grande
Orinoquía,Peces,PezOseo,Brachyplatystoma juruense,Jugador listrado,Mediano
Orinoquía,Peces,PezOseo,Brachyplatystoma juruense,Jugador listrado,Pequeño
Orinoquía,Peces,PezOseo,Brachyplatystoma juruense,Jugador listrado,Revuelto
Orinoquía,Peces,PezOseo,Brachyplatystoma juruense,Jugador listrado,Varios tamaños
Orinoquía,Peces,PezOseo,Brachyplatystoma platynemum,Baboso,Extragrande
Orinoquía,Peces,PezOseo,Brachyplatystoma platynemum,Baboso,Grande
Orinoquía,Peces,PezOseo,Brachyplatystoma platynemum,Baboso,Mediano
Orinoquía,Peces,PezOseo,Brachyplatystoma platynemum,Baboso,Pequeño
Orinoquía,Peces,PezOseo,Brachyplatystoma platynemum,Baboso,Revuelto
Orinoquía,Peces,PezOseo,Brachyplatystoma platynemum,Baboso,Varios tamaños
Orinoquía,Peces,PezOseo,Brachyplatystoma rousseauxii,Doradoplateado,Grande
Orinoquía,Peces,PezOseo,Brachyplatystoma rousseauxii,Doradoplateado,Mediano
Orinoquía,Peces,PezOseo,Brachyplatystoma rousseauxii,Doradoplateado,Pequeño
Orinoquía,Peces,PezOseo,Brachyplatystoma rousseauxii,Doradoplateado,Revuelto
Orinoquía,Peces,PezOseo,Brachyplatystoma rousseauxii,Doradoplateado,Varios tamaños
Orinoquía,Peces,PezOseo,Brachyplatystoma vaillantii,Pirabutón,Grande
Orinoquía,Peces,PezOseo,Brachyplatystoma vaillantii,Pirabutón,Mediano
Orinoquía,Peces,PezOseo,Brachyplatystoma vaillantii,Pirabutón,Pequeño
Orinoquía,Peces,PezOseo,Brachyplatystoma vaillantii,Pirabutón,Revuelto
Orinoquía,Peces,PezOseo,Brachyplatystoma vaillantii,Pirabutón,Varios tamaños
Orinoquía,Peces,PezOseo,Brycon amazonicus,Sábalo,Grande
Orinoquía,Peces,PezOseo,Brycon amazonicus,Sábalo,Mediano
Orinoquía,Peces,PezOseo,Brycon amazonicus,Sábalo,Pequeño
Orinoquía,Peces,PezOseo,Brycon amazonicus,Sábalo,Revuelto
Orinoquía,Peces,PezOseo,Brycon amazonicus,Sábalo,Varios tamaños
Orinoquía,Peces,PezOseo,Brycon sp.,Singo,Mediano
Orinoquía,Peces,PezOseo,Brycon sp.,Singo,Revuelto
Orinoquía,Peces,PezOseo,Brycon whitei,Yamuseta,Pequeño
Orinoquía,Peces,PezOseo,Brycon whitei,Yamuseta,Revuelto
Orinoquía,Peces,PezOseo,Calophysus macropterus,Simi mota juvenil,Grande
Orinoquía,Peces,PezOseo,Calophysus macropterus,Simi mota juvenil,Mediano
Orinoquía,Peces,PezOseo,Calophysus macropterus,Simi mota juvenil,Pequeño
Orinoquía,Peces,PezOseo,Calophysus macropterus,Simi mota juvenil,Revuelto
Orinoquía,Peces,PezOseo,Calophysus macropterus,Simi mota juvenil,Varios tamaños
Orinoquía,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Pequeño
Orinoquía,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Revuelto
Orinoquía,Peces,PezOseo,Caquetaia kraussii,Mojarra amarilla,Varios tamaños
Orinoquía,Peces,PezOseo,Cephalosilurus apurensis,Rambosapo,Grande
Orinoquía,Peces,PezOseo,Cephalosilurus apurensis,Rambosapo,Mediano
Orinoquía,Peces,PezOseo,Cephalosilurus apurensis,Rambosapo,Revuelto
Orinoquía,Peces,PezOseo,Chalceus epakros,Ararí de línea,Pequeño
Orinoquía,Peces,PezOseo,Chalceus epakros,Ararí de línea,Revuelto
Orinoquía,Peces,PezOseo,Chalceus epakros,Ararí de línea,Varios tamaños
Orinoquía,Peces,PezOseo,Cichla orinocensis,Tucunaré,Grande
Orinoquía,Peces,PezOseo,Cichla orinocensis,Tucunaré,Mediano
Orinoquía,Peces,PezOseo,Cichla orinocensis,Tucunaré,Pequeño
Orinoquía,Peces,PezOseo,Cichla orinocensis,Tucunaré,Revuelto
Orinoquía,Peces,PezOseo,Cichla orinocensis,Tucunaré,Varios tamaños
Orinoquía,Peces,PezOseo,Cichla temensis,Tucunaré,Grande
Orinoquía,Peces,PezOseo,Cichla temensis,Tucunaré,Pequeño
Orinoquía,Peces,PezOseo,Cichla temensis,Tucunaré,Revuelto
Orinoquía,Peces,PezOseo,Cichla temensis,Tucunaré,Varios tamaños
Orinoquía,Peces,PezOseo,Colossoma macropomum,Cachama negra,Grande
Orinoquía,Peces,PezOseo,Colossoma macropomum,Cachama negra,Mediano
Orinoquía,Peces,PezOseo,Colossoma macropomum,Cachama negra,Pequeño
Orinoquía,Peces,PezOseo,Colossoma macropomum,Cachama negra,Revuelto
Orinoquía,Peces,PezOseo,Colossoma macropomum,Cachama negra,Varios tamaños
Orinoquía,Peces,PezOseo,Crenicichla sp.,Mataguaro Ventuari,Pequeño
Orinoquía,Peces,PezOseo,Crenicichla sp.,Mataguaro Ventuari,Revuelto
Orinoquía,Peces,PezOseo,Crenicichla sp.,Mataguaro Ventuari,Varios tamaños
Orinoquía,Peces,PezOseo,Crenicichla sp. 2,Mataguaro rojo,Pequeño
Orinoquía,Peces,PezOseo,Crenicichla sp. 2,Mataguaro rojo,Revuelto
Orinoquía,Peces,PezOseo,Crenicichla sp. 2,Mataguaro rojo,Varios tamaños
Orinoquía,Peces,PezOseo,Curimata cerasina,Pechiroja,Pequeño
Orinoquía,Peces,PezOseo,Curimata cerasina,Pechiroja,Revuelto
Orinoquía,Peces,PezOseo,Curimata cerasina,Pechiroja,Varios tamaños
Orinoquía,Peces,PezOseo,Duopalatinus peruanus,Roncador,Revuelto
Orinoquía,Peces,PezOseo,Duopalatinus peruanus,Roncador,Varios tamaños
Orinoquía,Peces,PezOseo,Exallodontus aguanai,Capitán amarillo,Revuelto
Orinoquía,Peces,PezOseo,Geophagus abalios,Juan viejo,Revuelto
Orinoquía,Peces,PezOseo,Hemisorubim platyrhynchos,Bagre dormilón,Mediano
Orinoquía,Peces,PezOseo,Hemisorubim platyrhynchos,Bagre dormilón,Pequeño
Orinoquía,Peces,PezOseo,Hemisorubim platyrhynchos,Bagre dormilón,Revuelto
Orinoquía,Peces,PezOseo,Hemisorubim platyrhynchos,Bagre dormilón,Varios tamaños
Orinoquía,Peces,PezOseo,Hoplarchus psittacus,Mojarra lora,Pequeño
Orinoquía,Peces,PezOseo,Hoplarchus psittacus,Mojarra lora,Revuelto
Orinoquía,Peces,PezOseo,Hoplarchus psittacus,Mojarra lora,Varios tamaños
Orinoquía,Peces,PezOseo,Hoplerythrinus unitaeniatus,Pejedulce shuyo,Pequeño
Orinoquía,Peces,PezOseo,Hoplerythrinus unitaeniatus,Pejedulce shuyo,Revuelto
Orinoquía,Peces,PezOseo,Hoplerythrinus unitaeniatus,Pejedulce shuyo,Varios tamaños
Orinoquía,Peces,PezOseo,Hoplias curupira,Guabina común,Grande
Orinoquía,Peces,PezOseo,Hoplias curupira,Guabina común,Mediano
Orinoquía,Peces,PezOseo,Hoplias curupira,Guabina común,Pequeño
Orinoquía,Peces,PezOseo,Hoplias curupira,Guabina común,Revuelto
Orinoquía,Peces,PezOseo,Hoplias curupira,Guabina común,Varios tamaños
Orinoquía,Peces,PezOseo,Hoplias malabaricus,Moncholo,Grande
Orinoquía,Peces,PezOseo,Hoplias malabaricus,Moncholo,Mediano
Orinoquía,Peces,PezOseo,Hoplias malabaricus,Moncholo,Pequeño
Orinoquía,Peces,PezOseo,Hoplias malabaricus,Moncholo,Revuelto
Orinoquía,Peces,PezOseo,Hoplias malabaricus,Moncholo,Varios tamaños
Orinoquía,Peces,PezOseo,Hoplosternum littorale,Curito,Revuelto
Orinoquía,Peces,PezOseo,Hoplosternum littorale,Curito,Varios tamaños
Orinoquía,Peces,PezOseo,Hydrolycus armatus,Payara,Grande
Orinoquía,Peces,PezOseo,Hydrolycus armatus,Payara,Mediano
Orinoquía,Peces,PezOseo,Hydrolycus armatus,Payara,Pequeño
Orinoquía,Peces,PezOseo,Hydrolycus armatus,Payara,Revuelto
Orinoquía,Peces,PezOseo,Hydrolycus armatus,Payara,Varios tamaños
Orinoquía,Peces,PezOseo,Hydrolycus scomberoides,Perro payara,Revuelto
Orinoquía,Peces,PezOseo,Hydrolycus wallacei,Payala,Pequeño
Orinoquía,Peces,PezOseo,Hydrolycus wallacei,Payala,Revuelto
Orinoquía,Peces,PezOseo,Hydrolycus wallacei,Payala,Varios tamaños
Orinoquía,Peces,PezOseo,Hypophthalmus edentatus,Mapará cabeza grande,Grande
Orinoquía,Peces,PezOseo,Hypophthalmus edentatus,Mapará cabeza grande,Pequeño
Orinoquía,Peces,PezOseo,Hypophthalmus edentatus,Mapará cabeza grande,Revuelto
Orinoquía,Peces,PezOseo,Hypophthalmus edentatus,Mapará cabeza grande,Varios tamaños
Orinoquía,Peces,PezOseo,Hypophthalmus sp. 1,Faisán,Revuelto
Orinoquía,Peces,PezOseo,Hypostomus plecostomus,Corroncho,Revuelto
Orinoquía,Peces,PezOseo,Hypostomus spp.,Hypostomo,Revuelto
Orinoquía,Peces,PezOseo,Leiarius marmoratus,Barbudo yaque,Grande
Orinoquía,Peces,PezOseo,Leiarius marmoratus,Barbudo yaque,Mediano
Orinoquía,Peces,PezOseo,Leiarius marmoratus,Barbudo yaque,Pequeño
Orinoquía,Peces,PezOseo,Leiarius marmoratus,Barbudo yaque,Revuelto
Orinoquía,Peces,PezOseo,Leiarius marmoratus,Barbudo yaque,Varios tamaños
Orinoquía,Peces,PezOseo,Leiarius sp. 1,Barbudo negro,Mediano
Orinoquía,Peces,PezOseo,Leporinus agassizii,Omima,Grande
Orinoquía,Peces,PezOseo,Leporinus agassizii,Omima,Revuelto
Orinoquía,Peces,PezOseo,Leporinus fasciatus,Leporino rayado,Pequeño
Orinoquía,Peces,PezOseo,Leporinus fasciatus,Leporino rayado,Revuelto
Orinoquía,Peces,PezOseo,Leporinus fasciatus,Leporino rayado,Varios tamaños
Orinoquía,Peces,PezOseo,Leporinus friderici,Omima gavilán,Mediano
Orinoquía,Peces,PezOseo,Leporinus friderici,Omima gavilán,Revuelto
Orinoquía,Peces,PezOseo,Leporinus friderici,Omima gavilán,Varios tamaños
Orinoquía,Peces,PezOseo,Leporinus klausewitzi,Guaracú,Revuelto
Orinoquía,Peces,PezOseo,Leporinus klausewitzi,Guaracú,Varios tamaños
Orinoquía,Peces,PezOseo,Megaleporinus sp. 1,Cabeza de manteco,Grande
Orinoquía,Peces,PezOseo,Megaleporinus sp. 1,Cabeza de manteco,Revuelto
Orinoquía,Peces,PezOseo,Megaleporinus sp. 1,Cabeza de manteco,Varios tamaños
Orinoquía,Peces,PezOseo,Megalodoras guayoensis,Mata caiman,Grande
Orinoquía,Peces,PezOseo,Megalodoras guayoensis,Mata caiman,Mediano
Orinoquía,Peces,PezOseo,Megalodoras guayoensis,Mata caiman,Pequeño
Orinoquía,Peces,PezOseo,Megalodoras guayoensis,Mata caiman,Revuelto
Orinoquía,Peces,PezOseo,Megalodoras guayoensis,Mata caiman,Varios tamaños
Orinoquía,Peces,PezOseo,Megalonema platycephalum,Brillante,Revuelto
Orinoquía,Peces,PezOseo,Metynnis hypsauchen,Moneda,Pequeño
Orinoquía,Peces,PezOseo,Myloplus asterias,Garopa,Grande
Orinoquía,Peces,PezOseo,Myloplus asterias,Garopa,Pequeño
Orinoquía,Peces,PezOseo,Myloplus asterias,Garopa,Revuelto
Orinoquía,Peces,PezOseo,Myloplus asterias,Garopa,Varios tamaños
Orinoquía,Peces,PezOseo,Myloplus schomburgkii,Gancho azul,Revuelto
Orinoquía,Peces,PezOseo,Mylossoma albiscopum,Palometa,Grande
Orinoquía,Peces,PezOseo,Mylossoma albiscopum,Palometa,Mediano
Orinoquía,Peces,PezOseo,Mylossoma albiscopum,Palometa,Pequeño
Orinoquía,Peces,PezOseo,Mylossoma albiscopum,Palometa,Revuelto
Orinoquía,Peces,PezOseo,Mylossoma albiscopum,Palometa,Varios tamaños
Orinoquía,Peces,PezOseo,Mylossoma aureum,Palometa,Grande
Orinoquía,Peces,PezOseo,Mylossoma aureum,Palometa,Mediano
Orinoquía,Peces,PezOseo,Mylossoma aureum,Palometa,Pequeño
Orinoquía,Peces,PezOseo,Mylossoma aureum,Palometa,Revuelto
Orinoquía,Peces,PezOseo,Mylossoma aureum,Palometa,Varios tamaños
Orinoquía,Peces,PezOseo,Oxydoras niger,Sierra copora,Revuelto
Orinoquía,Peces,PezOseo,Oxydoras sifontesi,Sierra copora,Grande
Orinoquía,Peces,PezOseo,Oxydoras sifontesi,Sierra copora,Mediano
Orinoquía,Peces,PezOseo,Oxydoras sifontesi,Sierra copora,Pequeño
Orinoquía,Peces,PezOseo,Oxydoras sifontesi,Sierra copora,Revuelto
Orinoquía,Peces,PezOseo,Oxydoras sifontesi,Sierra copora,Varios tamaños
Orinoquía,Peces,PezOseo,Pachypops fourcroi,Burra,Pequeño
Orinoquía,Peces,PezOseo,Pachypops fourcroi,Burra,Revuelto
Orinoquía,Peces,PezOseo,Panaque nigrolineatus,Cucha real,Grande
Orinoquía,Peces,PezOseo,Panaque nigrolineatus,Cucha real,Revuelto
Orinoquía,Peces,PezOseo,Pellona castelnaeana,Arenga amarilla,Grande
Orinoquía,Peces,PezOseo,Pellona castelnaeana,Arenga amarilla,Mediano
Orinoquía,Peces,PezOseo,Pellona castelnaeana,Arenga amarilla,Pequeño
Orinoquía,Peces,PezOseo,Pellona castelnaeana,Arenga amarilla,Revuelto
Orinoquía,Peces,PezOseo,Pellona castelnaeana,Arenga amarilla,Varios tamaños
Orinoquía,Peces,PezOseo,Pellona flavipinnis,Arenca blanca,Grande
Orinoquía,Peces,PezOseo,Pellona flavipinnis,Arenca blanca,Pequeño
Orinoquía,Peces,PezOseo,Pellona flavipinnis,Arenca blanca,Revuelto
Orinoquía,Peces,PezOseo,Pellona flavipinnis,Arenca blanca,Varios tamaños
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Extragrande
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Grande
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Mediano
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Pequeño
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Revuelto
Orinoquía,Peces,PezOseo,Phractocephalus hemioliopterus,Cajaro,Varios tamaños
Orinoquía,Peces,PezOseo,Piaractus orinoquensis,Cachama blanca,Grande
Orinoquía,Peces,PezOseo,Piaractus orinoquensis,Cachama blanca,Mediano
Orinoquía,Peces,PezOseo,Piaractus orinoquensis,Cachama blanca,Pequeño
Orinoquía,Peces,PezOseo,Piaractus orinoquensis,Cachama blanca,Revuelto
Orinoquía,Peces,PezOseo,Piaractus orinoquensis,Cachama blanca,Varios tamaños
Orinoquía,Peces,PezOseo,Pimelodina flavipinnis,Mollejón,Pequeño
Orinoquía,Peces,PezOseo,Pimelodina flavipinnis,Mollejón,Revuelto
Orinoquía,Peces,PezOseo,Pimelodina flavipinnis,Mollejón,Varios tamaños
Orinoquía,Peces,PezOseo,Pimelodus albofasciatus,Cuatro líneas,Grande
Orinoquía,Peces,PezOseo,Pimelodus albofasciatus,Cuatro líneas,Revuelto
Orinoquía,Peces,PezOseo,Pimelodus blochii,Nicuro,Grande
Orinoquía,Peces,PezOseo,Pimelodus blochii,Nicuro,Mediano
Orinoquía,Peces,PezOseo,Pimelodus blochii,Nicuro,Pequeño
Orinoquía,Peces,PezOseo,Pimelodus blochii,Nicuro,Revuelto
Orinoquía,Peces,PezOseo,Pimelodus blochii,Nicuro,Varios tamaños
Orinoquía,Peces,PezOseo,Pimelodus ornatus,Guacamayo,Revuelto
Orinoquía,Peces,PezOseo,Pimelodus ornatus,Guacamayo,Varios tamaños
Orinoquía,Peces,PezOseo,Pinirampus pirinampu,Barbiancho,Grande
Orinoquía,Peces,PezOseo,Pinirampus pirinampu,Barbiancho,Mediano
Orinoquía,Peces,PezOseo,Pinirampus pirinampu,Barbiancho,Pequeño
Orinoquía,Peces,PezOseo,Pinirampus pirinampu,Barbiancho,Revuelto
Orinoquía,Peces,PezOseo,Pinirampus pirinampu,Barbiancho,Varios tamaños
Orinoquía,Peces,PezOseo,Plagioscion squamosissimus,Corvina,Grande
Orinoquía,Peces,PezOseo,Plagioscion squamosissimus,Corvina,Mediano
Orinoquía,Peces,PezOseo,Plagioscion squamosissimus,Corvina,Pequeño
Orinoquía,Peces,PezOseo,Plagioscion squamosissimus,Corvina,Revuelto
Orinoquía,Peces,PezOseo,Plagioscion squamosissimus,Corvina,Varios tamaños
Orinoquía,Peces,PezOseo,Platydoras hancockii,Dora marbel,Revuelto
Orinoquía,Peces,PezOseo,Platynematichthys notatus,Tigrito,Grande
Orinoquía,Peces,PezOseo,Platynematichthys notatus,Tigrito,Mediano
Orinoquía,Peces,PezOseo,Platynematichthys notatus,Tigrito,Pequeño
Orinoquía,Peces,PezOseo,Platynematichthys notatus,Tigrito,Revuelto
Orinoquía,Peces,PezOseo,Platynematichthys notatus,Tigrito,Varios tamaños
Orinoquía,Peces,PezOseo,Platysilurus mucosus,Doncella,Grande
Orinoquía,Peces,PezOseo,Platysilurus mucosus,Doncella,Mediano
Orinoquía,Peces,PezOseo,Platysilurus mucosus,Doncella,Pequeño
Orinoquía,Peces,PezOseo,Platysilurus mucosus,Doncella,Revuelto
Orinoquía,Peces,PezOseo,Platystomatichthys sturio,Doncella,Revuelto
Orinoquía,Peces,PezOseo,Potamorhina altamazonica,Branquiña,Pequeño
Orinoquía,Peces,PezOseo,Potamorhina altamazonica,Branquiña,Revuelto
Orinoquía,Peces,PezOseo,Potamorhina altamazonica,Branquiña,Varios tamaños
Orinoquía,Rayas,PezOseo,Potamotrygon schroederi,Raya guacamaya,Grande
Orinoquía,Peces,PezOseo,Prochilodus mariae,Bocachico,Grande
Orinoquía,Peces,PezOseo,Prochilodus mariae,Bocachico,Mediano
Orinoquía,Peces,PezOseo,Prochilodus mariae,Bocachico,Pequeño
Orinoquía,Peces,PezOseo,Prochilodus mariae,Bocachico,Revuelto
Orinoquía,Peces,PezOseo,Prochilodus mariae,Bocachico,Varios tamaños
Orinoquía,Peces,PezOseo,Pseudopimelodus sp. 3,Bagre sapo,Mediano
Orinoquía,Peces,PezOseo,Pseudopimelodus sp. 3,Bagre sapo,Revuelto
Orinoquía,Peces,PezOseo,Pseudopimelodus sp. 4,Barriga de sapo,Revuelto
Orinoquía,Peces,PezOseo,Pseudopimelodus sp. 4,Barriga de sapo,Varios tamaños
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Extragrande
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Grande
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Mediano
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Pequeño
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Pescado grueso
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Revuelto
Orinoquía,Peces,PezOseo,Pseudoplatystoma metaense,Bagre tigre,Varios tamaños
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Extragrande
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Grande
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Mediano
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Pequeño
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Revuelto
Orinoquía,Peces,PezOseo,Pseudoplatystoma orinocoense,Bagre,Varios tamaños
Orinoquía,Peces,PezOseo,Pseudorinelepis genibarbis,Cucha,Pequeño
Orinoquía,Peces,PezOseo,Pseudorinelepis genibarbis,Cucha,Revuelto
Orinoquía,Peces,PezOseo,Pseudorinelepis genibarbis,Cucha,Varios tamaños
Orinoquía,Peces,PezOseo,Pterodoras rivasi,Sierra cagona,Extragrande
Orinoquía,Peces,PezOseo,Pterodoras rivasi,Sierra cagona,Grande
Orinoquía,Peces,PezOseo,Pterodoras rivasi,Sierra cagona,Mediano
